Month,DATE_ADDED,Geographic identifier,"Pleiades, TGN, or FAST ID",TAG651_A,icons,Precision code,Precision,Region,Location,"Controlled heading (Pleiades, TGN, LCSH, or FAST)",Coordinates,Title and author,Imprint,Series,Library location,BSN,BSN length adjustment,View in library catalog
2018-09,20180910,http://vocab.getty.edu/page/tgn/8204817,"<a href=""http://vocab.getty.edu/page/tgn/8204817"">http://vocab.getty.edu/page/tgn/8204817</a>","Huixian Shi (Henan Sheng, China) // 輝縣市 (Henan Sheng, China) // China // Huixian Shi (third level subdivision)",triangle,2,City,China,Huixian Shi,Huixian Shi (third level subdivision),"35.5256, 113.6976",Hui Xian fa jue bao gao / Zhongguo she hui ke xue yuan kao gu yan jiu suo bian zhu. / / 輝縣發掘報告 / 中國社会科学院考古硏究所編著. ,"Beijing : Ke xue chu ban she, 2016. / / 北京 : 科学出版社, 2016. ",Zhongguo tian ye kao gu bao gao ji ; di 1 hao / / 中國田野考古報告集 ; 第 1 号,Oversize Collection DS793.H5 H88 2016 ,6328558,006328558,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph006328558&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180910,https://pleiades.stoa.org/places/893945,"<a href=""https://pleiades.stoa.org/places/893945"">https://pleiades.stoa.org/places/893945</a>",Ashur (Extinct city) // Iraq // Ashur/‘Lamban’?/‘Liba(nai)’?,triangle,2,City,Iraq,Assur,Ashur/'Lamban'?/'Liba(nai)'?,"35.521389, 43.236332","Keilschrifttexte aus Assur, historischen inhalts. ","Leipzig : J. C. Hinrichs, 1911-22. ","Wissenschaftliche veröffentlichung der Deutschen Orient-gesellschaft ; 16, 37. / / Ausgrabungen der Deutschen Orient-gesellschaft in Assur. E: Schriftdenkmäler aus assyrischer zeit ; I / / Ausgrabungen der Deutschen Orient-gesellschaft in Assur. E: Inschriften ; I",Large Collection PJ3721.A84 K4 1911 ,4108348,004108348,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph004108348&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180910,,,,square,5,No precision,Cross-cultural,(General),,"35.25, 19",Visual culture : the study of the visual after the cultural turn / Margaret Dikovitskaya. ,"Cambridge, Mass. : MIT Press, c2005. ",,Small Collection N72.S6 D54 2005 ,45243,000045243,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph000045243&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180910,,,Jinshan Site (China) // Chengdu (China) // 成都 (China),capital_small,1,Site,China,Jinsha Site,Jinshan Site (China),"30.895502, 103.757858","Jinsha yi zhi kao gu zi liao ji. 3 / Chengdu wen wu kao gu yan jiu suo, Chengdu Jinsha yi zhi bo wu guan bian. / / 金沙遗址考古资料集. 三 / 成都文物考古研究所, 成都金沙遗址博物馆编. ","Beijing : Ke xue chu ban she, 2016. / / 北京 : 科学出版社, 2016. ",,Small Collection DS797.77.C48 J57 2016 ,6328576,006328576,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph006328576&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180910,,,,capital_small,1,Site (approximately located),China,Jilintai Cemetery,,"43.833287, 82.954123","Xinjiang Yili Jilintai Kuqu mu zang ren gu yan jiu / Zhang Linhu zhu = A research on human skeletons of Jilintai, Yili, Xinjiang / by Zhang Lin-hu. / / 新疆伊犁吉林台库区墓葬人骨研究 / 张林虎著 = A research on human skeletons of Jilintai, Yili, Xinjiang / by Zhang Lin-hu. ","Beijing : Ke xue chu ban she, 2016. / / 北京 : 科学出版社, 2016. ",Jilin da xue bian jiang kao gu yan jiu zhong xin xi lie xue shu zhu zuo / / 吉林大学边疆考古研究中心系列学术著作,Small Collection GN70.7.C6 Z433 2016 ,6328586,006328586,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph006328586&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180911,(OCoLC)fst01213994,(OCoLC)fst01213994,Saratovskai͡a oblastʹ (Russia) // Russia (Federation),placemark_circle,3,Region,Russia,Saratovsky Oblast',Saratovskai͡a oblastʹ (Russia),"51.783333, 46.733333","Arkheologicheskoe nasledie Saratovskogo krai͡a, okhrana i issledovanii͡a v 2015 godu, vyp. 13 / Komitet po istoriko-kulʹturnomu nasledii͡u pri pravitelʹstve Saratovskoĭ oblasti. / / Археологическое наследие Саратовского края, охрана и исследования в 2015 году, вып. 13 / Комитет по историко-культурному наследию при правительстве Саратовской области. ",Saratov : Komitet / / Саратов : Комитет,,Large Collection DK511.S3 A87 vyp.13 (2015),6329768,006329768,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph006329768&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180911,(OCoLC)fst01245079,(OCoLC)fst01245079,"Europe, Eastern // Europe, Eastern.",shaded_dot,4,Broad region,"Europe, Eastern","Europe, Eastern","Europe, Eastern","50, 35","Problemy izuchenii͡a ėpokhi pervobytnosti i rannego srednevekovʹi͡a lesnoĭ zony Vostochnoĭ Evropy, vyp. 4. / / Проблемы изучения эпохи первобытности и раннего средневековья лесной зоны Восточной Европы, вып. 4",Ivanovo : Izdatelʹ Olʹga Episheva / / Иваново : Издатель Ольга Епишева,,Large Collection DJK23 .P74 vyp.4 (2015),6329764,006329764,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph006329764&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180911,https://pleiades.stoa.org/places/678410,"<a href=""https://pleiades.stoa.org/places/678410"">https://pleiades.stoa.org/places/678410</a>",Anafa Site (Israel) // Israel // Tel Anafa.,capital_small,1,Site,Israel,Tel Anafa,Tel Anafa,"33.174125,35.636429","Tel Anafa, vol. 2, pt. 3 / Kelsey Museum of the University of Michigan, Museum of Art and Archaeology of the University of Missouri - Columbia. ","Ann Arbor, MI : Kelsey Museum of the University of Michigan, 1994-2018. ",Journal of Roman Archaeology. Supplementary series ; no. 10 / / Kelsey Museum fieldwork series,Large Collection DS110.A65 H47 1994 v.2:pt.3:2018,2367290,002367290,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph002367290&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180911,https://pleiades.stoa.org/places/912905,"<a href=""https://pleiades.stoa.org/places/912905"">https://pleiades.stoa.org/places/912905</a>",Characene (Kingdom) // Mesene (Kingdom) // Mesene/Characene/Shad Bahman/Maisan. // Middle East,placemark_circle,3,Region,Iraq,Characene,Mesene/Characene/Shad Bahman/Maisan,"31.5,46.5",Recherches sur l'histoire et la géographie de la Mésène et de la Characène / par m. J. Saint-Martin ; ouvrage posthume publié sous les auspices du Ministère de l'instruction publique. ,"Paris : Imprimerie royale, 1838. ",,Small Collection DS62 .S15 1838 ,6329761,006329761,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph006329761&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180911,,,Zhejiang Sheng (China) // 浙江省 (China) // China,placemark_circle,3,Region,China,Zhejiang Sheng,,"29.2, 120.5","Xue kan, no. 10 / Zhejiang Sheng wen wu kao gu yan jiu suo. / / 学刊, no. 10 / 浙江省文物考古研究所. ",Beijing : Wen wu chu ban she / / 北京 : 文物出版社,,Library 6 Collection DS793.C3 H79 no.10 (2015),3780230,003780230,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph003780230&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180912,(OCoLC)fst01241586,(OCoLC)fst01241586,Middle East // Jordan // Turkey // Israel // Middle East.,shaded_dot,4,Broad region,Middle East,(General),Middle East.,"28.75, 42","Preliminary reports of ASOR-sponsored excavations, 1981-83 / edited by Walter E. Rast. ","Winona Lake, Ind. , USA : Published by Eisenbrauns for the American Schools of Oriental Research, ©1985. ",Bulletin of the American Schools of Oriental Research. Supplement ; no. 23,Oversize Collection DS41 .A55 no.23 1985 ,6330047,006330047,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph006330047&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180912,(OCoLC)fst01241586,(OCoLC)fst01241586,Middle East // Turkey // Israel // Jordan // Middle East. // Moyen-Orient // Middle East,shaded_dot,4,Broad region,Middle East,(General),Middle East.,"28.75, 42.5","Preliminary reports of ASOR-sponsored excavations, 1980-84 / edited by Walter E. Rast assisted by Marion Zeiger. ","Winona Lake, Ind. , USA : Published by Eisenbrauns for the American Schools of Oriental Research, ©1986. ",Bulletin of the American Schools of Oriental Research. Supplement ; no. 24,Oversize Collection DS41 .A55 no.24 1986 ,6330048,006330048,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph006330048&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180912,http://vocab.getty.edu/page/tgn/7001526,"<a href=""http://vocab.getty.edu/page/tgn/7001526"">http://vocab.getty.edu/page/tgn/7001526</a>",Middle East // Iran,shaded_dot,4,Broad region,Middle East,(General),Middle East (general region),"29, 42.25","Transeuphratène, tome 19, 21-22, 24-27, & 29","Paris : Gabalda, c1989-",,Oak Collection DS62.23 .T73 t.19 (2000)-t.29 (2005),2212276,002212276,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph002212276&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180912,http://vocab.getty.edu/page/tgn/7001526,"<a href=""http://vocab.getty.edu/page/tgn/7001526"">http://vocab.getty.edu/page/tgn/7001526</a>",,shaded_dot,4,Broad region,Middle East,(General),Middle East (general region),"28.75, 43","Dictionary of the Old Testament : historical books / editors, Bill T. Arnold, H. G. M. Williamson. ","Downers Grove, Ill. : InterVarsity Press, ©2005. ",The IVP Bible dictionary series ; [2],Reference 4 Collection BS1205.55 .D53 2005 ,6330092,006330092,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph006330092&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180912,http://vocab.getty.edu/page/tgn/7024407,"<a href=""http://vocab.getty.edu/page/tgn/7024407"">http://vocab.getty.edu/page/tgn/7024407</a>",Byzantinisches Reich.,shaded_dot,4,Broad region,Byzantine Empire,(General),Byzantine Empire (former nation/state/empire) ,"40.761, 29.25",La peinture byzantine : étude historique et critique / par Andre Grabar. ,"Genève : Skira, ©1979. ",Les Grands siècles de la peinture,Large Collection ND142 .G69 1979 ,6330053,006330053,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph006330053&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180912,http://vocab.getty.edu/page/tgn/7030347,"<a href=""http://vocab.getty.edu/page/tgn/7030347"">http://vocab.getty.edu/page/tgn/7030347</a>",,shaded_dot,4,Broad region,Roman Empire,(General),Roman Empire (former nation/state/empire) ,"41.75, 12",Intermediate Latin / A. T. Reyes ; drawings by Sheila Gibson. ,"Oxford : Oxbow Books ; Oakville, CT : David Brown Book Co. [distributor], ©2008. ",,Large Collection PA2087.5 .R49 2008 ,6330128,006330128,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph006330128&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180912,https://pleiades.stoa.org/places/1306,"<a href=""https://pleiades.stoa.org/places/1306"">https://pleiades.stoa.org/places/1306</a>",Syria. // Syria. // Syrien,placemark_circle,3,Region,Syria,(General),Syria.,"35, 38",Le monachisme syrien selon Théodoret de Cyr / par Pierre Canivet. ,"Paris : Beauchesne, ©1977. ",Théologie historique ; 42,Small Collection BR65.T753 P4533 1977 ,6330076,006330076,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph006330076&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180912,https://pleiades.stoa.org/places/413122,"<a href=""https://pleiades.stoa.org/places/413122"">https://pleiades.stoa.org/places/413122</a>",Etruria/Tuscia. // Europe.,placemark_circle,3,Region,Italy,Etruria,Etruria/Tuscia,"42.4209095298, 11.7542277484",L'étruscologie dans l'Europe d'après-guerre : actes des journées d'études internationales des 14 au 16 septembre 2015 (Amiens et Saint-Valéry-sur-Somme) / textes réunis par Marie-Laurence Haack ; avec la collaboration de Martin Miller. ,"Bordeaux : Ausonius Éditions, 2017. ","Scripta receptoria, 2427-4771 ; 10",Small Collection DG223 .E7946 2017 ,6330059,006330059,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph006330059&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180912,https://pleiades.stoa.org/places/413122,"<a href=""https://pleiades.stoa.org/places/413122"">https://pleiades.stoa.org/places/413122</a>",Allemagne. // Italie. // Etruria // Etruria/Tuscia. // Europe // Europe. // Germany. // Italy.,placemark_circle,3,Region,Italy,Etruria,Etruria/Tuscia,"42.4209095298, 12","Les Étrusques au temps du fascisme et du nazisme : actes des journées d'études internationales des 22 au 24 décembre 2014 (Amiens) / textes réunis par Marie-Laurence Haack, avec la collaboration de Martin Miller. ","Pessac : Ausonius éditions, 2016. ",Scripta receptoria ; 7,Small Collection DG223 .E796 2016 ,6330056,006330056,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph006330056&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180912,https://pleiades.stoa.org/places/491585,"<a href=""https://pleiades.stoa.org/places/491585"">https://pleiades.stoa.org/places/491585</a>",Edessa.,triangle,2,City,Turkey,Edessa,Edessa,"40.80226,22.05076",The book of the laws of countries : dialogue on fate of Bardaiṣan of Edessa / by H. J. W. Drijvers. ,"Assen : Van Gorcum, 1965 [c1964]",Semitic texts with translations ; v. 3,Small Collection BT700 .B313 1965 ,1716102,001716102,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph001716102&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180912,https://pleiades.stoa.org/places/639087,"<a href=""https://pleiades.stoa.org/places/639087"">https://pleiades.stoa.org/places/639087</a>",Sagalassos (Extinct city) // Sagalassos.,triangle,2,City,Turkey,Sagalassos,Sagalassos,"37.677026,30.518873","Die Inschriften von Sagalassos, T. 1","Bonn : Verlag Dr. Rudolf Habelt GmbH, 2018-",Inschriften griechischer Städte aus Kleinasien ; Band 70,Large Collection CN415.S25 I573 2018 T.1,6328552,006328552,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph006328552&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180912,https://pleiades.stoa.org/places/84624811,"<a href=""https://pleiades.stoa.org/places/84624811"">https://pleiades.stoa.org/places/84624811</a>",Baluchistan // Balochistan.,placemark_circle,3,Region,Pakistan,Balochistan,Balochistan,"28.0,65.0","Barōchisutān no saimon doki to dogu : Indasu bunmei shūhen no bunka isan = Ceramics and Terracotta Figurines from Balochistan of the Katolec Collection / [Uesugi Akinori shippitsu, henshū]. / / バローチスターンの彩文土器と土偶 : インダス文明周辺の文化遺産 = Ceramics and Terracotta Figurines from Balochistan of the Katolec Collection / [上杉彰紀執筆·編集]. ","[Tōkyō] : Katōrekku, 2017. / / [東京] : カトーレック, 2017. ",,Large Collection NK3805 .B37 2017 ,6330058,006330058,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph006330058&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180912,https://pleiades.stoa.org/places/893952,"<a href=""https://pleiades.stoa.org/places/893952"">https://pleiades.stoa.org/places/893952</a>",Islamic countries. // Baghdad (Iraq) // Bagdata. // Iraq // Islamic countries.,shaded_dot,4,Broad region,Iraq,Baghdad,0,"33.31468, 44.39044","al-Fakhri : on the systems of government and the Moslem dynasties / composed by Muhammad son of 'Ali son of Tabataba, known as the rapid talker, may God have mercy on him ; translated by C. É. J. Whitting. ","London : Luzac, 1947. ",,Small Collection DS234 .I117 1947 ,6330072,006330072,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph006330072&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180912,https://pleiades.stoa.org/places/970142378,"<a href=""https://pleiades.stoa.org/places/970142378"">https://pleiades.stoa.org/places/970142378</a>",Istria (Croatia and Slovenia) // Loron. // Europe,triangle,2,City,Croatia,Loron,#N/A,"45.2782379729,13.5996312277","Loron (Croatie) : un grand centre de production d'amphores à huile istriennes, Ier-IVe S. P. C. / sous la direction de Francis Tassaux, Robert Matijašić et Vladimir Kovačić. ","Bordeax : Ausonius, 2001. ","Mémoires, 1283-2995 ; 6",Large Collection NK4650.A6 L676 2001 ,6330132,006330132,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph006330132&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
2018-09,20180912,https://pleiades.stoa.org/places/981503,"<a href=""https://pleiades.stoa.org/places/981503"">https://pleiades.stoa.org/places/981503</a>",Egypt // Egypt // Ancient Egypt (region) // Egypt.,placemark_circle,3,Region,Egypt,(General),Ancient Egypt (region),"25, 29","10. Ägyptologische Tempeltagung : Ägyptische Tempel zwischen Normierung und Individualität : München, 29. -31. August 2014 / herausgegeben von Martina Ullmann. ","Wiesbaden : Harrassowitz, 2016. ","Königtum, Staat und Gesellschaft früher Hochkulturen, 1613-6950 ; 3, 5. Akten der äbyptologischen Tempeltagungen",Small Collection BL2445 .A39 2014 ,6330087,006330087,"<a href=""http://bobcat.library.nyu.edu/primo-explore/fulldisplay?docid=nyu_aleph006330087&context=L&vid=NYU&search_scope=all&tab=all&lang=en_US""target=""new"">View in Library Catalog</a>"
